ciudad,dia_semana,nombre_dia,hora,CO,NO2,O3,PM25,SO2
Guadalajara,1,Tuesday,22,0.8329202380952381,0.017693107091321377,0.020508841148208966,30.4165421398685,0.0025412120511635076
Guadalajara,1,Tuesday,23,0.7455591133004926,0.015449518140589568,0.020798580586080584,27.908572424785813,0.002471833064949007
Guadalajara,2,Wednesday,0,0.6888089722375437,0.013197201473181864,0.020479568854568853,26.792523411038058,0.0024380124056094933
Guadalajara,2,Wednesday,1,0.614009065934066,0.011408335944026732,0.02022977875835019,24.594147703329117,0.002378688935120974
Guadalajara,2,Wednesday,2,0.5976044566544566,0.010930299707602339,0.01954289098068168,24.738961038961037,0.002340666897827092
Guadalajara,2,Wednesday,3,0.5895731074481074,0.010999255628177197,0.018194419930134216,24.337422793385134,0.0022721393897364773
Guadalajara,2,Wednesday,4,0.6223891636141636,0.012354554414358336,0.015843800943800942,25.333975498913258,0.002343637309292649
Guadalajara,2,Wednesday,5,0.7302542582417583,0.015725591347650173,0.012286031439602867,27.93375147579693,0.002473191169671752
Guadalajara,2,Wednesday,6,1.0166433455433457,0.019960457516339868,0.008919696690045527,30.25910887176447,0.002760068962860225
Guadalajara,2,Wednesday,7,1.4054891483516483,0.023792104990144204,0.007079893669179383,35.36117670208579,0.0031850843735552474
Guadalajara,2,Wednesday,8,1.3688782967032966,0.025077277207179168,0.00978411472697187,40.17323157478759,0.0035128120665742025
Guadalajara,2,Wednesday,9,0.9984372100122099,0.022362965556593006,0.017881136238279097,38.448342188114914,0.0033613885036215137
Guadalajara,2,Wednesday,10,0.7493218711843712,0.01796854186118892,0.02840954219525648,32.935812672176304,0.002940805594082293
Guadalajara,2,Wednesday,11,0.6224691697191698,0.013953130511463845,0.038263395538395535,26.04263612618043,0.0026389697950377562
Guadalajara,2,Wednesday,12,0.5654141636141636,0.011442776740325759,0.04657559753631182,22.804358353510896,0.002388339882878718
Guadalajara,2,Wednesday,13,0.5393580891330891,0.009877227928208322,0.052221263099834526,20.966231003039514,0.0022678687008784097
Guadalajara,2,Wednesday,14,0.5236831807081807,0.008819345886502749,0.054002410063124354,20.653134418324292,0.0022056846201263676
Guadalajara,2,Wednesday,15,0.520802793040293,0.008562830687830689,0.05345408622908623,19.40208706913728,0.00212207582061951
