ciudad,fecha,anio,mes,dia_semana,nombre_dia,semana,estacion_anio,CO,NO2,O3,PM25,SO2
Guadalajara,2021-11-07,2021,11,6,Sunday,44,Otoño,1.1492708333333332,0.022805555555555555,0.02145,,0.0011145833333333333
Guadalajara,2021-11-08,2021,11,0,Monday,45,Otoño,1.1464166666666666,0.029444444444444443,0.02139166666666667,63.25,0.0011
Guadalajara,2021-11-09,2021,11,1,Tuesday,45,Otoño,1.1003333333333334,0.026902777777777775,0.022472222222222223,94.94736842105263,0.0013666666666666669
Guadalajara,2021-11-10,2021,11,2,Wednesday,45,Otoño,1.1749166666666666,0.030541666666666665,0.026281250000000003,97.57894736842105,0.0014833333333333332
Guadalajara,2021-11-11,2021,11,3,Thursday,45,Otoño,1.2952083333333333,0.02388888888888889,0.030541666666666665,36.95454545454545,0.0018472222222222223
Guadalajara,2021-11-12,2021,11,4,Friday,45,Otoño,1.233611111111111,0.02738888888888889,0.019391666666666665,38.84782608695652,0.0014444444444444444
Guadalajara,2021-11-13,2021,11,5,Saturday,45,Otoño,0.8906944444444443,0.026180555555555554,0.014972222222222222,43.75,0.0010972222222222223
Guadalajara,2021-11-14,2021,11,6,Sunday,45,Otoño,0.9937499999999999,0.01840277777777778,0.017158333333333334,32.5,0.0010277777777777778
Guadalajara,2021-11-15,2021,11,0,Monday,46,Otoño,1.3741666666666665,0.023125000000000003,0.017927083333333333,36.52173913043478,0.0013750000000000001
Guadalajara,2021-11-16,2021,11,1,Tuesday,46,Otoño,1.0354166666666667,0.024680555555555556,0.01965,34.416666666666664,0.0009583333333333333
Guadalajara,2021-11-17,2021,11,2,Wednesday,46,Otoño,1.4441666666666668,0.029375,0.0169375,49.54347826086956,0.001958333333333333
Guadalajara,2021-11-18,2021,11,3,Thursday,46,Otoño,1.680625,0.02836111111111111,0.014499999999999999,48.916666666666664,0.0022916666666666667
Guadalajara,2021-11-19,2021,11,4,Friday,46,Otoño,1.1758333333333333,0.022291666666666668,0.01615625,35.49305555555556,0.0015416666666666669
Guadalajara,2021-11-20,2021,11,5,Saturday,46,Otoño,1.34375,0.020604166666666666,0.020708333333333332,24.729166666666668,0.0011666666666666668
Guadalajara,2021-11-21,2021,11,6,Sunday,46,Otoño,2.081875,0.02663888888888889,0.024395833333333335,47.791666666666664,0.0018055555555555557
Guadalajara,2021-11-22,2021,11,0,Monday,47,Otoño,1.7379166666666668,0.03327083333333333,0.0176875,40.638888888888886,0.0015555555555555557
Guadalajara,2021-11-23,2021,11,1,Tuesday,47,Otoño,0.92125,0.020645833333333332,0.0230625,25.3125,0.0010972222222222223
Guadalajara,2021-11-24,2021,11,2,Wednesday,47,Otoño,1.1958333333333333,0.019791666666666666,0.016083333333333335,16.041666666666668,0.0014166666666666668
Guadalajara,2021-11-25,2021,11,3,Thursday,47,Otoño,1.5286111111111111,0.026020833333333337,,40.208333333333336,0.002180555555555556
Guadalajara,2021-11-26,2021,11,4,Friday,47,Otoño,1.5952083333333336,0.029041666666666664,0.01861111111111111,31.9375,0.0024861111111111112
Guadalajara,2021-11-27,2021,11,5,Saturday,47,Otoño,1.3027083333333334,0.022708333333333334,0.016229166666666666,21.0625,0.0014375000000000002
Guadalajara,2021-11-28,2021,11,6,Sunday,47,Otoño,0.9938888888888888,0.015416666666666667,0.025555555555555557,21.4375,0.0017083333333333334
Guadalajara,2021-11-29,2021,11,0,Monday,48,Otoño,1.4160416666666666,0.030333333333333334,0.021527777777777774,26.895833333333332,0.0015729166666666667
Guadalajara,2021-11-30,2021,11,1,Tuesday,48,Otoño,1.1945833333333333,0.0253125,0.025180555555555557,37.291666666666664,0.002111111111111111
